start,finish
1661454507.5498,1661454509.0754
1661454508.4505,1661454509.0843
1661454508.6906,1661454509.1318
1661454508.637,1661454509.1913
1661454508.9017,1661454509.2795
1661454508.6793,1661454509.3592
1661454508.9674,1661454509.3867
1661454507.5675,1661454509.4175
1661454508.7888,1661454509.4675
1661454508.72,1661454509.541
1661454508.9854,1661454509.5704
1661454507.4968,1661454510.0795
1661454507.5761,1661454510.1571
1661454508.3632,1661454510.7239
1661454511.2233,1661454511.7886
1661454511.1576,1661454511.8273
1661454511.1364,1661454511.8635
1661454511.1876,1661454511.925
1661454511.1675,1661454512.0462
1661454511.2053,1661454512.0631
1661454511.232,1661454512.1442
1661454511.1472,1661454512.183
1661454511.2585,1661454512.2529
1661454511.7919,1661454512.271
1661454511.1779,1661454512.2856
1661454511.8305,1661454512.3764
1661454511.1257,1661454512.3898
1661454511.2412,1661454512.3933
1661454512.0656,1661454512.5057
1661454511.9279,1661454512.6706
1661454512.0491,1661454512.6893
1661454511.8664,1661454512.8038
1661454512.2738,1661454512.8062
1661454512.1471,1661454512.8117
1661454511.2498,1661454512.8145
1661454512.186,1661454512.8509
1661454511.2671,1661454512.8988
1661454512.2562,1661454512.9498
1661454512.5095,1661454512.9726
1661454512.2882,1661454513.0529
1661454512.407,1661454513.1816
1661454511.2146,1661454513.3458
1661454512.3792,1661454513.4177
1661454512.6732,1661454513.609
1661454511.1966,1661454513.6665
1661454512.3951,1661454514.1333
1661454515.056,1661454515.5395
1661454514.9718,1661454515.5642
1661454514.9814,1661454515.6165
1661454514.9993,1661454515.7107
1661454514.954,1661454515.753
1661454514.9903,1661454515.7703
1661454515.0184,1661454515.8095
1661454515.0082,1661454515.8521
1661454515.0286,1661454515.8722
1661454515.5461,1661454516.0713
1661454515.5711,1661454516.0727
1661454515.6216,1661454516.1275
1661454515.8151,1661454516.3096
1661454515.7583,1661454516.3362
1661454515.7748,1661454516.376
1661454514.9452,1661454516.3919
1661454515.8775,1661454516.4405
1661454516.1304,1661454516.5632
1661454516.078,1661454516.5971
1661454514.9629,1661454516.6649
1661454515.8564,1661454516.667
1661454516.3412,1661454516.7713
1661454515.0471,1661454516.7763
1661454514.9353,1661454516.8562
1661454516.3968,1661454516.872
1661454516.3157,1661454516.8835
1661454516.3805,1661454517.0356
1661454514.9253,1661454517.3334
1661454514.9131,1661454517.638
1661454515.0376,1661454517.8058
1661454515.7165,1661454518.1213
1661454516.1438,1661454518.5164
1661454518.9419,1661454519.4474
1661454518.8946,1661454519.5347
1661454518.9595,1661454519.5528
1661454518.8833,1661454519.6248
1661454518.9227,1661454519.6408
1661454518.9951,1661454519.6904
1661454519.0044,1661454519.8964
1661454518.9038,1661454519.9499
1661454518.9329,1661454519.9728
1661454519.6288,1661454520.0475
1661454519.558,1661454520.052
1661454518.9507,1661454520.0875
1661454518.9864,1661454520.1757
1661454518.9688,1661454520.2166
1661454519.4523,1661454520.3701
1661454519.9006,1661454520.4212
1661454519.6452,1661454520.4501
1661454520.0659,1661454520.4965
1661454519.9541,1661454520.5409
1661454519.9773,1661454520.7077
1661454520.2218,1661454520.7203
1661454520.18,1661454520.7304
1661454520.3751,1661454520.7792
1661454520.0537,1661454520.8333
1661454520.4254,1661454520.8777
1661454518.8726,1661454520.8855
1661454518.9127,1661454520.9027
1661454519.5389,1661454520.9408
1661454519.0144,1661454521.1432
1661454518.9776,1661454521.1672
1661454520.0913,1661454521.6263
1661454519.6949,1661454521.7726
1661454522.2864,1661454522.7992
1661454522.1641,1661454522.8169
1661454522.3221,1661454522.8848
1661454522.2669,1661454522.9349
1661454522.3134,1661454522.9501
1661454522.1851,1661454523.0224
1661454522.2766,1661454523.1732
1661454522.3396,1661454523.1881
1661454522.3041,1661454523.2687
1661454522.8034,1661454523.2875
1661454522.2952,1661454523.3571
1661454522.1953,1661454523.3748
1661454522.9533,1661454523.4017
1661454522.1745,1661454523.4034
1661454522.3309,1661454523.4753
1661454523.1942,1661454523.5986
1661454522.9384,1661454523.7262
1661454523.1763,1661454523.7428
1661454523.3605,1661454523.7931
1661454523.4163,1661454523.8683
1661454523.6019,1661454524.0088
1661454523.3793,1661454524.0228
1661454523.4054,1661454524.066
1661454522.888,1661454524.0938
1661454523.2726,1661454524.3509
1661454522.8218,1661454524.6462
1661454523.4786,1661454524.6478
1661454522.2048,1661454524.6621
1661454522.2491,1661454525.0696
1661454522.2582,1661454525.2314
1661454523.0256,1661454525.5328
1661454523.2911,1661454525.9545
